"url","Title link","Title link_link","Locality value","Normprice value","Labelbinding values"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=22","Prodej bytu 2+kk 64 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-bolonska/1595003228","Boloňská, Praha - Horní Měcholupy","3 390 000 Kč","Novostavba; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=22","Prodej bytu 3+kk 86 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kosire-plzenska/2178199900","Plzeňská, Praha 5 - Košíře","4 390 000 Kč","Balkon; Bus 1 min. pěšky; Obchod 3 min. pěšky; Půdorys"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Po rekonstrukci; Bus 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+1 53 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha--novovysocanska/4235120988","Novovysočanská, Praha","2 950 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+1 78 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-cimice-chorusicka/745066844","Chorušická, Praha 8 - Čimice","4 250 000 Kč","Balkon; Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+kk 77 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-malesice-prorektorska/319934812","Prorektorská, Praha 10 - Malešice","4 999 000 Kč","Novostavba; Balkon; Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+1 69 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-hostivar-zapasnicka/3862548828","Zápasnická, Praha 10 - Hostivař","3 670 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 43 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-sobeslavska/3339833692","Soběslavská, Praha 3 - Vinohrady","4 050 000 Kč","Terasa"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 70 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-osadni/2840715612","Osadní, Praha 7 - Holešovice","4 899 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 45 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-piskova/4111585628","Píškova, Praha 5 - Stodůlky","2 870 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 62 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dolni-mecholupy-kryspinova/1940836700","Kryšpínova, Praha 10 - Dolní Měcholupy","4 892 986 Kč","Novostavba; Družstevní; Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 39 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-borivojova/484958556","Bořivojova, Praha 3 - Žižkov","2 050 000 Kč","Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+kk 84 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-janskeho/1723388252","Janského, Praha 5 - Stodůlky","3 840 000 Kč","Po rekonstrukci"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 75 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bohnice-dolakova/665440604","Dolákova, Praha - Bohnice","3 500 000 Kč","Družstevní"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 4+kk 86 m²","https://www.sreality.cz/detail/prodej/byt/4+kk/praha-horni-mecholupy-milanska/585032028","Milánská, Praha - Horní Měcholupy","3 400 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 38 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-plzenska/50450780","Plzeňská, Praha 5 - Smíchov","2 760 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 39 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-na-vackove/666685788","Na Vackově, Praha 3 - Žižkov","3 419 000 Kč","Novostavba; Balkon; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 55 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-faltysova/1709887836","Faltysova, Praha 5 - Zbraslav","3 990 000 Kč","Novostavba; Terasa; Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+kk 105 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-/1157747036","Praha 7 - Holešovice","4 500 000 Kč","Ve výstavbě; Parkování"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+1 93 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-repy-galandova/1000001884","Galandova, Praha 6 - Řepy","4 000 000 Kč","Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 47 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-milanska/1629213020","Milánská, Praha 10 - Horní Měcholupy","2 750 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 2+kk 44 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vokovice-/438423900","Praha 6 - Vokovice","3 190 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=23","Prodej bytu 3+1 75 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-zabehlice-sasankova/2521620828","Sasanková, Praha 10 - Záběhlice","3 800 000 Kč","Po rekonstrukci"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Po rekonstrukci; Škola 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+kk 72 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-kosire-vrchlickeho/2116145500","Vrchlického, Praha - Košíře","4 000 000 Kč","Po rekonstrukci; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 64 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-novobohdalecka/2897928540","Novobohdalecká, Praha 10 - Michle","3 900 000 Kč","Garáž; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 52 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zlicin-sazovicka/52547932","Sazovická, Praha 5 - Zličín","4 772 411 Kč","Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+1 57 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-petrohradska/3363426652","Petrohradská, Praha 10 - Vršovice","4 307 452 Kč","Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+1 81 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-horni-mecholupy-parmska/370401628","Parmská, Praha 10 - Horní Měcholupy","3 300 000 Kč","Družstevní; Lodžie; Nevybavený; Obchod 4 min. pěšky; Lékárna 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 90 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-strancicka/38916444","Strančická, Praha 10 - Strašnice","4 600 000 Kč","Garáž; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+1 92 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-horni-mecholupy-neapolska/2152845660","Neapolská, Praha 10 - Horní Měcholupy","4 000 000 Kč","Lodžie"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 56 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-plynarny/1196544348","U Plynárny, Praha 10 - Michle","3 688 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 94 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-zemedelska/3075592540","Zemědělská, Praha 6 - Dejvice","4 410 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+1 75 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-zabehlice-jasminova/2452410716","Jasmínová, Praha - Záběhlice","3 490 000 Kč","Družstevní; Lodžie"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+1 90 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-liben-v-mezihori/3221418332","V Mezihoří, Praha - Libeň","4 499 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 44 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-tenisova/4081176924","Tenisová, Praha - Hostivař","2 790 000 Kč","Po rekonstrukci; Lodžie; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 54 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-svitakova/3293700444","Svitákova, Praha 5 - Stodůlky","4 611 290 Kč","Balkon; Garáž; Metro 3 min. pěšky; Obchod 3 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+1 45 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-kolovratska/1346490716","Kolovratská, Praha 10 - Strašnice","2 900 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+kk 64 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-karlin-molakova/610660700","Molákova, Praha 8 - Karlín","3 750 000 Kč","Družstevní; Po rekonstrukci; Lodžie; Metro 3 min. pěšky; Obchod 2 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+1 62 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-liboc-radcina/876728668","Radčina, Praha - Liboc","4 680 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+1 65 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-liben-pod-hajkem/2487341404","Pod Hájkem, Praha 8 - Libeň","3 200 000 Kč","Po rekonstrukci"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+kk 88 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zbraslav-k-radotinu/2874519900","K Radotínu, Praha 5 - Zbraslav","4 300 000 Kč","Sportoviště 3 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 3+kk 88 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zbraslav-k-radotinu/2908074332","K Radotínu, Praha 5 - Zbraslav","4 600 000 Kč","Sportoviště 3 min. pěšky; Půdorys"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=24","Prodej bytu 2+kk 81 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zbraslav-k-radotinu/3377836380","K Radotínu, Praha 5 - Zbraslav","3 995 000 Kč","Sportoviště 3 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Bus 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+kk 70 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-horni-mecholupy-/1232195932","Praha 10 - Horní Měcholupy","3 150 000 Kč","Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+kk 60 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-velenovskeho/3195130204","Velenovského, Praha - Záběhlice","3 990 000 Kč","Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+1 70 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-troja-pomoranska/1032970588","Pomořanská, Praha 8 - Troja","3 500 000 Kč","Parkování; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+1 76 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-zabehlice-mecikova/2943471964","Mečíková, Praha 10 - Záběhlice","3 500 000 Kč","Družstevní; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+kk 74 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-motol-brdlikova/2944721244","Brdlíkova, Praha 5 - Motol","4 250 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+1 97 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-mladi/4282311004","Mládí, Praha 5 - Stodůlky","3 890 000 Kč","Škola 5 min. pěšky; Restaurace 1 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+kk 53 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-biskupcova/2524041564","Biskupcova, Praha 3 - Žižkov","3 690 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+kk 70 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-jinonice-u-krize/2172514652","U Kříže, Praha 5 - Jinonice","4 390 000 Kč","Bus 4 min. pěšky; Obchod 2 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+1 100 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-stodulky-kurzova/3398492508","Kurzova, Praha 5 - Stodůlky","4 800 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+1 81 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-smichov-plzenska/1320063324","Plzeňská, Praha 5 - Smíchov","4 128 000 Kč","Tramvaj 3 min. pěšky; Obchod 2 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+1 70 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-u-kombinatu/1680789852","U Kombinátu, Praha 10 - Strašnice","4 990 000 Kč","Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 3+kk 72 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-horni-mecholupy-janovska/1722798428","Janovská, Praha 10 - Horní Měcholupy","3 240 000 Kč","Družstevní"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+kk 48 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-vrchlickeho/2804777308","Vrchlického, Praha 5 - Košíře","3 740 339 Kč","Novostavba; Škola 1 min. pěšky; Obchod 5 min. pěšky; Půdorys"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=25","Prodej bytu 2+kk 49 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-k-zahradkam/414765404","K Zahrádkám, Praha 5 - Stodůlky","3 490 000 Kč","Terasa; Parkování"
